Amplicon,CpG_site,Month_Treatment,Reference.Frequency.P,FishNo,Treatment,Month
dmrt1_PE1_C,-66,Female.Captive,0.096,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.097,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.109,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.128,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.146,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.201,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.208,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.224,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Captive,0.225,Unknown,Female,Captive
dmrt1_PE1_C,-66,Female.Wild,0.094,Unknown,Female,Wild
dmrt1_PE1_C,-66,Female.Wild,0.113,Unknown,Female,Wild
dmrt1_PE1_C,-66,Female.Wild,0.114,Unknown,Female,Wild
dmrt1_PE1_C,-66,Female.Wild,0.179,Unknown,Female,Wild
dmrt1_PE1_C,-66,Male.Wild,0.013,Unknown,Male,Wild
dmrt1_PE1_C,-66,Male.Wild,0.022,Unknown,Male,Wild
dmrt1_PE1_C,-66,Male.Wild,0.024,Unknown,Male,Wild
dmrt1_PE1_C,-66,Male.Wild,0.027,Unknown,Male,Wild
dmrt1_PE1_C,-66,Male.Wild,0.037,Unknown,Male,Wild
dmrt1_PE1_C,-66,Male.Wild,0.037,Unknown,Male,Wild
dmrt1_PE1_C,-66,Male.Wild,0.054,Unknown,Male,Wild
dmrt1_PE1_C,-66,Male.Wild,0.064,Unknown,Male,Wild
dmrt1_PE1_C,-66,Male.Wild,0.07,Unknown,Male,Wild
dmrt1_PE1_C,-66,Male.Wild,0.084,Unknown,Male,Wild
dmrt1_PE1_C,-66,Male.Captive,0.017,Unknown,Male,Captive
dmrt1_PE1_C,-66,Male.Captive,0.023,Unknown,Male,Captive
dmrt1_PE1_C,-66,Male.Captive,0.025,Unknown,Male,Captive
dmrt1_PE1_C,-66,Male.Captive,0.025,Unknown,Male,Captive
dmrt1_PE1_C,-66,Male.Captive,0.026,Unknown,Male,Captive
dmrt1_PE1_C,-66,Male.Captive,0.031,Unknown,Male,Captive
dmrt1_PE1_C,-66,Male.Captive,0.031,Unknown,Male,Captive
dmrt1_PE1_C,-66,Male.Captive,0.037,Unknown,Male,Captive
dmrt1_PE1_C,-66,Male.Captive,0.042,Unknown,Male,Captive
dmrt1_PE1_C,-66,Male.Captive,0.044,Unknown,Male,Captive
dmrt1_PE1_C,-66,Male.Captive,0.046,Unknown,Male,Captive
dmrt1_PE1_C,-62,Female.Captive,0.067,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.08,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.081,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.098,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.1,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.104,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.115,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.13,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.148,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.161,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.189,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.229,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.239,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Captive,0.314,Unknown,Female,Captive
dmrt1_PE1_C,-62,Female.Wild,0.106,Unknown,Female,Wild
dmrt1_PE1_C,-62,Female.Wild,0.131,Unknown,Female,Wild
dmrt1_PE1_C,-62,Female.Wild,0.136,Unknown,Female,Wild
dmrt1_PE1_C,-62,Female.Wild,0.254,Unknown,Female,Wild
dmrt1_PE1_C,-62,Male.Wild,0.006,Unknown,Male,Wild
dmrt1_PE1_C,-62,Male.Wild,0.008,Unknown,Male,Wild
dmrt1_PE1_C,-62,Male.Wild,0.008,Unknown,Male,Wild
dmrt1_PE1_C,-62,Male.Wild,0.011,Unknown,Male,Wild
dmrt1_PE1_C,-62,Male.Wild,0.033,Unknown,Male,Wild
dmrt1_PE1_C,-62,Male.Wild,0.047,Unknown,Male,Wild
dmrt1_PE1_C,-62,Male.Wild,0.058,Unknown,Male,Wild
dmrt1_PE1_C,-62,Male.Wild,0.059,Unknown,Male,Wild
dmrt1_PE1_C,-62,Male.Wild,0.06,Unknown,Male,Wild
dmrt1_PE1_C,-62,Male.Wild,0.077,Unknown,Male,Wild
dmrt1_PE1_C,-62,Male.Captive,0.01,Unknown,Male,Captive
dmrt1_PE1_C,-62,Male.Captive,0.011,Unknown,Male,Captive
dmrt1_PE1_C,-62,Male.Captive,0.012,Unknown,Male,Captive
dmrt1_PE1_C,-62,Male.Captive,0.013,Unknown,Male,Captive
dmrt1_PE1_C,-62,Male.Captive,0.014,Unknown,Male,Captive
dmrt1_PE1_C,-62,Male.Captive,0.014,Unknown,Male,Captive
dmrt1_PE1_C,-62,Male.Captive,0.025,Unknown,Male,Captive
dmrt1_PE1_C,-62,Male.Captive,0.027,Unknown,Male,Captive
dmrt1_PE1_C,-62,Male.Captive,0.035,Unknown,Male,Captive
dmrt1_PE1_C,-62,Male.Captive,0.038,Unknown,Male,Captive
dmrt1_PE1_C,-62,Male.Captive,0.055,Unknown,Male,Captive
dmrt1_PE1_C,-31,Female.Captive,0.087,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.104,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.105,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.126,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.138,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.147,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.154,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.174,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.184,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.238,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.25,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.316,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Captive,0.352,Unknown,Female,Captive
dmrt1_PE1_C,-31,Female.Wild,0.107,Unknown,Female,Wild
dmrt1_PE1_C,-31,Female.Wild,0.144,Unknown,Female,Wild
dmrt1_PE1_C,-31,Female.Wild,0.192,Unknown,Female,Wild
dmrt1_PE1_C,-31,Female.Wild,0.273,Unknown,Female,Wild
dmrt1_PE1_C,-31,Male.Wild,0.01,Unknown,Male,Wild
dmrt1_PE1_C,-31,Male.Wild,0.027,Unknown,Male,Wild
dmrt1_PE1_C,-31,Male.Wild,0.038,Unknown,Male,Wild
dmrt1_PE1_C,-31,Male.Wild,0.04,Unknown,Male,Wild
dmrt1_PE1_C,-31,Male.Wild,0.04,Unknown,Male,Wild
dmrt1_PE1_C,-31,Male.Wild,0.046,Unknown,Male,Wild
dmrt1_PE1_C,-31,Male.Wild,0.049,Unknown,Male,Wild
dmrt1_PE1_C,-31,Male.Wild,0.052,Unknown,Male,Wild
dmrt1_PE1_C,-31,Male.Wild,0.081,Unknown,Male,Wild
dmrt1_PE1_C,-31,Male.Wild,0.082,Unknown,Male,Wild
dmrt1_PE1_C,-31,Male.Captive,0.016,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.018,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.02,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.024,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.027,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.036,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.047,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.059,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.06,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.062,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.065,Unknown,Male,Captive
dmrt1_PE1_C,-31,Male.Captive,0.068,Unknown,Male,Captive
dmrt1_PE1_C,-5,Female.Captive,0.063,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.063,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.066,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.068,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.073,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.074,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.075,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.084,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.085,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.124,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.139,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Captive,0.152,Unknown,Female,Captive
dmrt1_PE1_C,-5,Female.Wild,0.049,Unknown,Female,Wild
dmrt1_PE1_C,-5,Female.Wild,0.057,Unknown,Female,Wild
dmrt1_PE1_C,-5,Female.Wild,0.062,Unknown,Female,Wild
dmrt1_PE1_C,-5,Female.Wild,0.067,Unknown,Female,Wild
dmrt1_PE1_C,-5,Male.Wild,0.01,Unknown,Male,Wild
dmrt1_PE1_C,-5,Male.Wild,0.012,Unknown,Male,Wild
dmrt1_PE1_C,-5,Male.Wild,0.012,Unknown,Male,Wild
dmrt1_PE1_C,-5,Male.Wild,0.019,Unknown,Male,Wild
dmrt1_PE1_C,-5,Male.Wild,0.019,Unknown,Male,Wild
dmrt1_PE1_C,-5,Male.Wild,0.023,Unknown,Male,Wild
dmrt1_PE1_C,-5,Male.Wild,0.036,Unknown,Male,Wild
dmrt1_PE1_C,-5,Male.Wild,0.04,Unknown,Male,Wild
dmrt1_PE1_C,-5,Male.Wild,0.047,Unknown,Male,Wild
dmrt1_PE1_C,-5,Male.Wild,0.056,Unknown,Male,Wild
dmrt1_PE1_C,-5,Male.Captive,0.007,Unknown,Male,Captive
dmrt1_PE1_C,-5,Male.Captive,0.01,Unknown,Male,Captive
dmrt1_PE1_C,-5,Male.Captive,0.014,Unknown,Male,Captive
dmrt1_PE1_C,-5,Male.Captive,0.015,Unknown,Male,Captive
dmrt1_PE1_C,-5,Male.Captive,0.015,Unknown,Male,Captive
dmrt1_PE1_C,-5,Male.Captive,0.016,Unknown,Male,Captive
dmrt1_PE1_C,-5,Male.Captive,0.019,Unknown,Male,Captive
dmrt1_PE1_C,-5,Male.Captive,0.024,Unknown,Male,Captive
dmrt1_PE1_C,-5,Male.Captive,0.025,Unknown,Male,Captive
dmrt1_PE1_C,-5,Male.Captive,0.031,Unknown,Male,Captive
dmrt1_PE1_C,-5,Male.Captive,0.057,Unknown,Male,Captive
dmrt1_PE1_C,7,Female.Captive,0.031,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.038,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.042,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.042,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.043,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.051,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.053,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.054,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.071,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.074,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.075,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.108,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Captive,0.131,Unknown,Female,Captive
dmrt1_PE1_C,7,Female.Wild,0.041,Unknown,Female,Wild
dmrt1_PE1_C,7,Female.Wild,0.041,Unknown,Female,Wild
dmrt1_PE1_C,7,Female.Wild,0.053,Unknown,Female,Wild
dmrt1_PE1_C,7,Female.Wild,0.056,Unknown,Female,Wild
dmrt1_PE1_C,7,Male.Wild,0.006,Unknown,Male,Wild
dmrt1_PE1_C,7,Male.Wild,0.007,Unknown,Male,Wild
dmrt1_PE1_C,7,Male.Wild,0.009,Unknown,Male,Wild
dmrt1_PE1_C,7,Male.Wild,0.012,Unknown,Male,Wild
dmrt1_PE1_C,7,Male.Wild,0.014,Unknown,Male,Wild
dmrt1_PE1_C,7,Male.Wild,0.021,Unknown,Male,Wild
dmrt1_PE1_C,7,Male.Wild,0.024,Unknown,Male,Wild
dmrt1_PE1_C,7,Male.Wild,0.026,Unknown,Male,Wild
dmrt1_PE1_C,7,Male.Wild,0.041,Unknown,Male,Wild
dmrt1_PE1_C,7,Male.Wild,0.044,Unknown,Male,Wild
dmrt1_PE1_C,7,Male.Captive,0.004,Unknown,Male,Captive
dmrt1_PE1_C,7,Male.Captive,0.007,Unknown,Male,Captive
dmrt1_PE1_C,7,Male.Captive,0.007,Unknown,Male,Captive
dmrt1_PE1_C,7,Male.Captive,0.007,Unknown,Male,Captive
dmrt1_PE1_C,7,Male.Captive,0.008,Unknown,Male,Captive
dmrt1_PE1_C,7,Male.Captive,0.009,Unknown,Male,Captive
dmrt1_PE1_C,7,Male.Captive,0.011,Unknown,Male,Captive
dmrt1_PE1_C,7,Male.Captive,0.016,Unknown,Male,Captive
dmrt1_PE1_C,7,Male.Captive,0.018,Unknown,Male,Captive
dmrt1_PE1_C,7,Male.Captive,0.02,Unknown,Male,Captive
dmrt1_PE1_C,7,Male.Captive,0.029,Unknown,Male,Captive
dmrt1_PE1_C,31,Female.Captive,0.121,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.128,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.15,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.151,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.156,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.166,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.193,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.196,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.2,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.224,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.281,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.317,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.354,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Captive,0.387,Unknown,Female,Captive
dmrt1_PE1_C,31,Female.Wild,0.158,Unknown,Female,Wild
dmrt1_PE1_C,31,Female.Wild,0.176,Unknown,Female,Wild
dmrt1_PE1_C,31,Female.Wild,0.178,Unknown,Female,Wild
dmrt1_PE1_C,31,Female.Wild,0.196,Unknown,Female,Wild
dmrt1_PE1_C,31,Male.Wild,0.009,Unknown,Male,Wild
dmrt1_PE1_C,31,Male.Wild,0.01,Unknown,Male,Wild
dmrt1_PE1_C,31,Male.Wild,0.012,Unknown,Male,Wild
dmrt1_PE1_C,31,Male.Wild,0.042,Unknown,Male,Wild
dmrt1_PE1_C,31,Male.Wild,0.05,Unknown,Male,Wild
dmrt1_PE1_C,31,Male.Wild,0.058,Unknown,Male,Wild
dmrt1_PE1_C,31,Male.Wild,0.061,Unknown,Male,Wild
dmrt1_PE1_C,31,Male.Wild,0.137,Unknown,Male,Wild
dmrt1_PE1_C,31,Male.Wild,0.157,Unknown,Male,Wild
dmrt1_PE1_C,31,Male.Wild,0.16,Unknown,Male,Wild
dmrt1_PE1_C,31,Male.Captive,0.013,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.023,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.025,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.032,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.045,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.049,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.05,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.052,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.065,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.084,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.096,Unknown,Male,Captive
dmrt1_PE1_C,31,Male.Captive,0.126,Unknown,Male,Captive
dmrt1_PE1_C,38,Female.Captive,0.106,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.135,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.152,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.162,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.181,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.189,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.193,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.202,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.235,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.25,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.295,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.317,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Captive,0.323,Unknown,Female,Captive
dmrt1_PE1_C,38,Female.Wild,0.161,Unknown,Female,Wild
dmrt1_PE1_C,38,Female.Wild,0.172,Unknown,Female,Wild
dmrt1_PE1_C,38,Female.Wild,0.177,Unknown,Female,Wild
dmrt1_PE1_C,38,Female.Wild,0.24,Unknown,Female,Wild
dmrt1_PE1_C,38,Male.Wild,0.015,Unknown,Male,Wild
dmrt1_PE1_C,38,Male.Wild,0.016,Unknown,Male,Wild
dmrt1_PE1_C,38,Male.Wild,0.017,Unknown,Male,Wild
dmrt1_PE1_C,38,Male.Wild,0.024,Unknown,Male,Wild
dmrt1_PE1_C,38,Male.Wild,0.041,Unknown,Male,Wild
dmrt1_PE1_C,38,Male.Wild,0.049,Unknown,Male,Wild
dmrt1_PE1_C,38,Male.Wild,0.072,Unknown,Male,Wild
dmrt1_PE1_C,38,Male.Wild,0.084,Unknown,Male,Wild
dmrt1_PE1_C,38,Male.Wild,0.108,Unknown,Male,Wild
dmrt1_PE1_C,38,Male.Wild,0.138,Unknown,Male,Wild
dmrt1_PE1_C,38,Male.Captive,0.012,Unknown,Male,Captive
dmrt1_PE1_C,38,Male.Captive,0.015,Unknown,Male,Captive
dmrt1_PE1_C,38,Male.Captive,0.016,Unknown,Male,Captive
dmrt1_PE1_C,38,Male.Captive,0.017,Unknown,Male,Captive
dmrt1_PE1_C,38,Male.Captive,0.019,Unknown,Male,Captive
dmrt1_PE1_C,38,Male.Captive,0.02,Unknown,Male,Captive
dmrt1_PE1_C,38,Male.Captive,0.022,Unknown,Male,Captive
dmrt1_PE1_C,38,Male.Captive,0.03,Unknown,Male,Captive
dmrt1_PE1_C,38,Male.Captive,0.031,Unknown,Male,Captive
dmrt1_PE1_C,38,Male.Captive,0.049,Unknown,Male,Captive
dmrt1_PE1_C,38,Male.Captive,0.077,Unknown,Male,Captive
dmrt1_PE1_C,76,Female.Captive,0.068,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.124,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.158,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.163,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.206,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.251,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.256,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.261,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.271,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.273,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.337,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.345,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Captive,0.361,Unknown,Female,Captive
dmrt1_PE1_C,76,Female.Wild,0.154,Unknown,Female,Wild
dmrt1_PE1_C,76,Female.Wild,0.196,Unknown,Female,Wild
dmrt1_PE1_C,76,Female.Wild,0.23,Unknown,Female,Wild
dmrt1_PE1_C,76,Female.Wild,0.301,Unknown,Female,Wild
dmrt1_PE1_C,76,Male.Wild,0.007,Unknown,Male,Wild
dmrt1_PE1_C,76,Male.Wild,0.008,Unknown,Male,Wild
dmrt1_PE1_C,76,Male.Wild,0.01,Unknown,Male,Wild
dmrt1_PE1_C,76,Male.Wild,0.037,Unknown,Male,Wild
dmrt1_PE1_C,76,Male.Wild,0.058,Unknown,Male,Wild
dmrt1_PE1_C,76,Male.Wild,0.081,Unknown,Male,Wild
dmrt1_PE1_C,76,Male.Wild,0.083,Unknown,Male,Wild
dmrt1_PE1_C,76,Male.Wild,0.109,Unknown,Male,Wild
dmrt1_PE1_C,76,Male.Wild,0.116,Unknown,Male,Wild
dmrt1_PE1_C,76,Male.Wild,0.17,Unknown,Male,Wild
dmrt1_PE1_C,76,Male.Captive,0.006,Unknown,Male,Captive
dmrt1_PE1_C,76,Male.Captive,0.007,Unknown,Male,Captive
dmrt1_PE1_C,76,Male.Captive,0.01,Unknown,Male,Captive
dmrt1_PE1_C,76,Male.Captive,0.011,Unknown,Male,Captive
dmrt1_PE1_C,76,Male.Captive,0.013,Unknown,Male,Captive
dmrt1_PE1_C,76,Male.Captive,0.015,Unknown,Male,Captive
dmrt1_PE1_C,76,Male.Captive,0.033,Unknown,Male,Captive
dmrt1_PE1_C,76,Male.Captive,0.035,Unknown,Male,Captive
dmrt1_PE1_C,76,Male.Captive,0.036,Unknown,Male,Captive
dmrt1_PE1_C,76,Male.Captive,0.054,Unknown,Male,Captive
dmrt1_PE1_C,76,Male.Captive,0.077,Unknown,Male,Captive
dmrt1_PE1_C,96,Female.Captive,0.136,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.157,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.178,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.2,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.219,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.222,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.276,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.277,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.278,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.323,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.366,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.383,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Captive,0.397,Unknown,Female,Captive
dmrt1_PE1_C,96,Female.Wild,0.213,Unknown,Female,Wild
dmrt1_PE1_C,96,Female.Wild,0.213,Unknown,Female,Wild
dmrt1_PE1_C,96,Female.Wild,0.257,Unknown,Female,Wild
dmrt1_PE1_C,96,Female.Wild,0.324,Unknown,Female,Wild
dmrt1_PE1_C,96,Male.Wild,0.01,Unknown,Male,Wild
dmrt1_PE1_C,96,Male.Wild,0.014,Unknown,Male,Wild
dmrt1_PE1_C,96,Male.Wild,0.015,Unknown,Male,Wild
dmrt1_PE1_C,96,Male.Wild,0.016,Unknown,Male,Wild
dmrt1_PE1_C,96,Male.Wild,0.04,Unknown,Male,Wild
dmrt1_PE1_C,96,Male.Wild,0.066,Unknown,Male,Wild
dmrt1_PE1_C,96,Male.Wild,0.07,Unknown,Male,Wild
dmrt1_PE1_C,96,Male.Wild,0.1,Unknown,Male,Wild
dmrt1_PE1_C,96,Male.Wild,0.148,Unknown,Male,Wild
dmrt1_PE1_C,96,Male.Wild,0.181,Unknown,Male,Wild
dmrt1_PE1_C,96,Male.Captive,0.01,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.01,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.014,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.014,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.016,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.023,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.024,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.029,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.032,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.039,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.041,Unknown,Male,Captive
dmrt1_PE1_C,96,Male.Captive,0.061,Unknown,Male,Captive
dmrt1_PE1_C,110,Female.Captive,0.069,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.079,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.088,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.097,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.103,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.106,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.109,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.126,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.137,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.139,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.149,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.216,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Captive,0.244,Unknown,Female,Captive
dmrt1_PE1_C,110,Female.Wild,0.095,Unknown,Female,Wild
dmrt1_PE1_C,110,Female.Wild,0.098,Unknown,Female,Wild
dmrt1_PE1_C,110,Female.Wild,0.099,Unknown,Female,Wild
dmrt1_PE1_C,110,Female.Wild,0.148,Unknown,Female,Wild
dmrt1_PE1_C,110,Male.Wild,0.005,Unknown,Male,Wild
dmrt1_PE1_C,110,Male.Wild,0.005,Unknown,Male,Wild
dmrt1_PE1_C,110,Male.Wild,0.009,Unknown,Male,Wild
dmrt1_PE1_C,110,Male.Wild,0.009,Unknown,Male,Wild
dmrt1_PE1_C,110,Male.Wild,0.019,Unknown,Male,Wild
dmrt1_PE1_C,110,Male.Wild,0.025,Unknown,Male,Wild
dmrt1_PE1_C,110,Male.Wild,0.029,Unknown,Male,Wild
dmrt1_PE1_C,110,Male.Wild,0.035,Unknown,Male,Wild
dmrt1_PE1_C,110,Male.Wild,0.038,Unknown,Male,Wild
dmrt1_PE1_C,110,Male.Wild,0.046,Unknown,Male,Wild
dmrt1_PE1_C,110,Male.Captive,0.007,Unknown,Male,Captive
dmrt1_PE1_C,110,Male.Captive,0.007,Unknown,Male,Captive
dmrt1_PE1_C,110,Male.Captive,0.008,Unknown,Male,Captive
dmrt1_PE1_C,110,Male.Captive,0.01,Unknown,Male,Captive
